country,iso3,reporter_code,base_year,future_year,horizon,identity_mode,product_definition,product_definition_label,base_value,future_value,net_contribution,gross_positive_contribution,product_count,total_base_exports,total_future_exports,total_growth,total_gross_positive_growth,net_growth_share,gross_positive_share,low_base_value_usd,least_traded_base_share_cutoff
Azerbaijan,AZE,31,1999,2009,10,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,498657694.0,14640224507.0,14141566813.0,14141566813.0,786,929225537.0,14672649400.0,13743423863.0,14141566813.0,1.0289697060913532,1.0,10000.0,0.1
Azerbaijan,AZE,31,2000,2005,5,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,374474194.0,374474194.0,374474194.0,520,1745251969.0,4345233135.0,2599981166.0,2729442591.0,0.14402957948196152,0.13719804740894073,10000.0,0.1
Azerbaijan,AZE,31,2000,2005,5,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",343152.0,40382902.0,40039750.0,40039750.0,187,1745251969.0,4345233135.0,2599981166.0,2729442591.0,0.015400015401496181,0.014669570311544977,10000.0,0.1
Azerbaijan,AZE,31,2000,2005,5,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,90985705.0,523771470.0,432785765.0,432785765.0,304,1745251969.0,4345233135.0,2599981166.0,2729442591.0,0.1664572692523881,0.15856195929053707,10000.0,0.1
Azerbaijan,AZE,31,2000,2005,5,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,1596864492.0,4326307083.0,2729442591.0,2729442591.0,828,1745251969.0,4345233135.0,2599981166.0,2729442591.0,1.0497932164636303,1.0,10000.0,0.1
Azerbaijan,AZE,31,2000,2010,10,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,625239428.0,625239428.0,625239428.0,474,1745251969.0,21265764452.0,19520512483.0,19689349948.0,0.03202986748142538,0.03175520927055849,10000.0,0.1
Azerbaijan,AZE,31,2000,2010,10,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",335973.0,114312745.0,113976772.0,113976772.0,183,1745251969.0,21265764452.0,19520512483.0,19689349948.0,0.005838820681539993,0.0057887524118884134,10000.0,0.1
Azerbaijan,AZE,31,2000,2010,10,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,77741295.0,833233408.0,755492113.0,755492113.0,289,1745251969.0,21265764452.0,19520512483.0,19689349948.0,0.0387024732910031,0.03837059704841811,10000.0,0.1
Azerbaijan,AZE,31,2000,2010,10,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,1542653882.0,21232003830.0,19689349948.0,19689349948.0,765,1745251969.0,21265764452.0,19520512483.0,19689349948.0,1.0086492332179822,1.0,10000.0,0.1
Azerbaijan,AZE,31,2001,2006,5,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,141340839.0,141340839.0,141340839.0,558,2303852379.0,6359725471.0,4055873092.0,4145245217.0,0.0348484372646638,0.034097099592648776,10000.0,0.1
Azerbaijan,AZE,31,2001,2006,5,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",360274.0,71180965.0,70820691.0,70820691.0,222,2303852379.0,6359725471.0,4055873092.0,4145245217.0,0.017461268977989018,0.017084801330825586,10000.0,0.1
Azerbaijan,AZE,31,2001,2006,5,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,465120435.0,2346005185.0,1880884750.0,1880884750.0,362,2303852379.0,6359725471.0,4055873092.0,4145245217.0,0.4637434918045015,0.45374511073225127,10000.0,0.1
Azerbaijan,AZE,31,2001,2006,5,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,2190599282.0,6335844499.0,4145245217.0,4145245217.0,921,2303852379.0,6359725471.0,4055873092.0,4145245217.0,1.0220352370433587,1.0,10000.0,0.1
Azerbaijan,AZE,31,2001,2011,10,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,1090019484.0,1090019484.0,1090019484.0,533,2303852379.0,26465414148.0,24161561769.0,24280411145.0,0.04511378421731526,0.04489295825719429,10000.0,0.1
Azerbaijan,AZE,31,2001,2011,10,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",398998.0,117499256.0,117100258.0,117100258.0,197,2303852379.0,26465414148.0,24161561769.0,24280411145.0,0.004846551688982419,0.004822828464505394,10000.0,0.1
Azerbaijan,AZE,31,2001,2011,10,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,439949812.0,2444775714.0,2004825902.0,2004825902.0,307,2303852379.0,26465414148.0,24161561769.0,24280411145.0,0.08297584076589995,0.08256968508594832,10000.0,0.1
Azerbaijan,AZE,31,2001,2011,10,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,2165428659.0,26445839804.0,24280411145.0,24280411145.0,841,2303852379.0,26465414148.0,24161561769.0,24280411145.0,1.004918944277538,1.0,10000.0,0.1
Azerbaijan,AZE,31,2002,2007,5,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,338886575.0,338886575.0,338886575.0,581,2149841197.0,6036969402.0,3887128205.0,3967362501.0,0.08718173343603418,0.08541860616835023,10000.0,0.1
Azerbaijan,AZE,31,2002,2007,5,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",361053.0,15980739.0,15619686.0,15619686.0,193,2149841197.0,6036969402.0,3887128205.0,3967362501.0,0.004018309964643937,0.003937045328240854,10000.0,0.1
Azerbaijan,AZE,31,2002,2007,5,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,140557277.0,787834512.0,647277235.0,647277235.0,338,2149841197.0,6036969402.0,3887128205.0,3967362501.0,0.1665181081929352,0.1631505149420678,10000.0,0.1
Azerbaijan,AZE,31,2002,2007,5,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,2042441845.0,6009804346.0,3967362501.0,3967362501.0,921,2149841197.0,6036969402.0,3887128205.0,3967362501.0,1.020641021280645,1.0,10000.0,0.1
Azerbaijan,AZE,31,2002,2012,10,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,1249244250.0,1249244250.0,1249244250.0,505,2149841197.0,23805381701.0,21655540504.0,21758922847.0,0.05768705010014651,0.05741296381186622,10000.0,0.1
Azerbaijan,AZE,31,2002,2012,10,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",319296.0,56362810.0,56043514.0,56043514.0,172,2149841197.0,23805381701.0,21655540504.0,21758922847.0,0.0025879526761129878,0.002575656634938938,10000.0,0.1
Azerbaijan,AZE,31,2002,2012,10,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,95562404.0,947488381.0,851925977.0,851925977.0,283,2149841197.0,23805381701.0,21655540504.0,21758922847.0,0.039339862094074286,0.03915294810273473,10000.0,0.1
Azerbaijan,AZE,31,2002,2012,10,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,2016373673.0,23775296520.0,21758922847.0,21758922847.0,791,2149841197.0,23805381701.0,21655540504.0,21758922847.0,1.004773944246781,1.0,10000.0,0.1
Azerbaijan,AZE,31,2003,2008,5,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,355943602.0,355943602.0,355943602.0,502,2588603121.0,47752588281.0,45163985160.0,45253858030.0,0.007881138051458876,0.007865486336303866,10000.0,0.1
Azerbaijan,AZE,31,2003,2008,5,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",383442.0,14917543.0,14534101.0,14534101.0,167,2588603121.0,47752588281.0,45163985160.0,45253858030.0,0.0003218073194495753,0.00032116821930110254,10000.0,0.1
Azerbaijan,AZE,31,2003,2008,5,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,166100549.0,873700152.0,707599603.0,707599603.0,310,2588603121.0,47752588281.0,45163985160.0,45253858030.0,0.01566734203133814,0.015636227137383805,10000.0,0.1
Azerbaijan,AZE,31,2003,2008,5,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,2459431494.0,47713289524.0,45253858030.0,45253858030.0,817,2588603121.0,47752588281.0,45163985160.0,45253858030.0,1.0019899233799145,1.0,10000.0,0.1
Azerbaijan,AZE,31,2003,2013,10,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,1356309957.0,1356309957.0,1356309957.0,529,2588603121.0,23772566717.0,21183963596.0,21363900743.0,0.06402531569947095,0.06348606339806191,10000.0,0.1
Azerbaijan,AZE,31,2003,2013,10,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",375268.0,22845747.0,22470479.0,22470479.0,171,2588603121.0,23772566717.0,21183963596.0,21363900743.0,0.0010607306275886407,0.0010517966391209047,10000.0,0.1
Azerbaijan,AZE,31,2003,2013,10,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,151099278.0,865473673.0,714374395.0,714374395.0,302,2588603121.0,23772566717.0,21183963596.0,21363900743.0,0.03372241421028922,0.03343838766120783,10000.0,0.1
Azerbaijan,AZE,31,2003,2013,10,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,2386293935.0,23750194678.0,21363900743.0,21363900743.0,834,2588603121.0,23772566717.0,21183963596.0,21363900743.0,1.008494026445267,1.0,10000.0,0.1
Azerbaijan,AZE,31,2004,2009,5,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,450754148.0,450754148.0,450754148.0,498,3598710128.0,14672649400.0,11073939272.0,11428226853.0,0.04070404730678931,0.03944217714593874,10000.0,0.1
Azerbaijan,AZE,31,2004,2009,5,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",355551.0,20189636.0,19834085.0,19834085.0,161,3598710128.0,14672649400.0,11073939272.0,11428226853.0,0.0017910595780626743,0.001735534764502281,10000.0,0.1
Azerbaijan,AZE,31,2004,2009,5,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,176431434.0,643663633.0,467232199.0,467232199.0,284,3598710128.0,14672649400.0,11073939272.0,11428226853.0,0.04219204995835379,0.04088405008143042,10000.0,0.1
Azerbaijan,AZE,31,2004,2009,5,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,3138720724.0,14566947577.0,11428226853.0,11428226853.0,784,3598710128.0,14672649400.0,11073939272.0,11428226853.0,1.031992913478928,1.0,10000.0,0.1
Azerbaijan,AZE,31,2004,2014,10,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,783166510.0,783166510.0,783166510.0,534,3598710128.0,21576413935.0,17977703807.0,18369281718.0,0.04356321132040553,0.04263457450448798,10000.0,0.1
Azerbaijan,AZE,31,2004,2014,10,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",391591.0,21341555.0,20949964.0,20949964.0,159,3598710128.0,21576413935.0,17977703807.0,18369281718.0,0.001165330357253004,0.0011404890143021324,10000.0,0.1
Azerbaijan,AZE,31,2004,2014,10,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,202375445.0,980822488.0,778447043.0,778447043.0,291,3598710128.0,21576413935.0,17977703807.0,18369281718.0,0.04330069353444877,0.04237765280921149,10000.0,0.1
Azerbaijan,AZE,31,2004,2014,10,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,3164664735.0,21533946453.0,18369281718.0,18369281718.0,827,3598710128.0,21576413935.0,17977703807.0,18369281718.0,1.0217813084031082,1.0,10000.0,0.1
Azerbaijan,AZE,31,2005,2010,5,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,672745574.0,672745574.0,672745574.0,408,4345233135.0,21265764452.0,16920531317.0,17573522348.0,0.039759128209177146,0.038281771899676305,10000.0,0.1
Azerbaijan,AZE,31,2005,2010,5,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",329569.0,10449146.0,10119577.0,10119577.0,174,4345233135.0,21265764452.0,16920531317.0,17573522348.0,0.0005980649667799081,0.0005758422699562951,10000.0,0.1
Azerbaijan,AZE,31,2005,2010,5,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,234455023.0,661812212.0,427357189.0,427357189.0,306,4345233135.0,21265764452.0,16920531317.0,17573522348.0,0.025256723975956696,0.024318243123788812,10000.0,0.1
Azerbaijan,AZE,31,2005,2010,5,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,3583731422.0,21157253770.0,17573522348.0,17573522348.0,717,4345233135.0,21265764452.0,16920531317.0,17573522348.0,1.038591638688316,1.0,10000.0,0.1
Azerbaijan,AZE,31,2005,2015,10,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,1991581365.3600006,1991581365.3600006,1991581365.3600006,539,4345233135.0,12432791395.52,8087558260.52,9076868731.57,0.24625249070316424,0.21941282002163787,10000.0,0.1
Azerbaijan,AZE,31,2005,2015,10,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",307321.0,9518559.65,9211238.65,9211238.65,174,4345233135.0,12432791395.52,8087558260.52,9076868731.57,0.0011389393873012731,0.0010148035542215845,10000.0,0.1
Azerbaijan,AZE,31,2005,2015,10,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,178088209.0,563896745.6600001,385808536.65999997,385808536.65999997,302,4345233135.0,12432791395.52,8087558260.52,9076868731.57,0.04770395763865495,0.04250458479344647,10000.0,0.1
Azerbaijan,AZE,31,2005,2015,10,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,2521807746.0,11598676477.570002,9076868731.569998,9076868731.569998,844,4345233135.0,12432791395.52,8087558260.52,9076868731.57,1.1223249884800692,0.9999999999999998,10000.0,0.1
Azerbaijan,AZE,31,2006,2011,5,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,154580738.0,154580738.0,154580738.0,438,6359725471.0,26465414148.0,20105688677.0,20619833190.0,0.0076884080164253904,0.007496701674335902,10000.0,0.1
Azerbaijan,AZE,31,2006,2011,5,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",316324.0,10593086.0,10276762.0,10276762.0,177,6359725471.0,26465414148.0,20105688677.0,20619833190.0,0.0005111370301757508,0.0004983921016870263,10000.0,0.1
Azerbaijan,AZE,31,2006,2011,5,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,315309566.0,1669596366.0,1354286800.0,1354286800.0,319,6359725471.0,26465414148.0,20105688677.0,20619833190.0,0.0673583890488289,0.06567884364150862,10000.0,0.1
Azerbaijan,AZE,31,2006,2011,5,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,5772401641.0,26392234831.0,20619833190.0,20619833190.0,761,6359725471.0,26465414148.0,20105688677.0,20619833190.0,1.02557209162341,1.0,10000.0,0.1
Azerbaijan,AZE,31,2006,2016,10,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,235669640.74,235669640.74,235669640.74,809,6359725471.0,13376226469.320002,7016500998.320002,8720808394.779999,0.03358791522960342,0.027023829680865873,10000.0,0.1
Azerbaijan,AZE,31,2006,2016,10,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",432919.0,21394902.28,20961983.28,20961983.28,261,6359725471.0,13376226469.320002,7016500998.320002,8720808394.779999,0.002987526586972487,0.002403674330529631,10000.0,0.1
Azerbaijan,AZE,31,2006,2016,10,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,178157998.0,1735937770.98,1557779772.98,1557779772.98,398,6359725471.0,13376226469.320002,7016500998.320002,8720808394.779999,0.2220166110363253,0.17862790953100607,10000.0,0.1
Azerbaijan,AZE,31,2006,2016,10,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,4129756719.0,12850565113.779997,8720808394.779999,8720808394.779999,1210,6359725471.0,13376226469.320002,7016500998.320002,8720808394.779999,1.242899900800708,1.0,10000.0,0.1
Azerbaijan,AZE,31,2007,2012,5,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,220703073.0,220703073.0,220703073.0,425,6036969402.0,23805381701.0,17768412299.0,18521523269.0,0.012421091388813681,0.0119160324879648,10000.0,0.1
Azerbaijan,AZE,31,2007,2012,5,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",286226.0,14209689.0,13923463.0,13923463.0,150,6036969402.0,23805381701.0,17768412299.0,18521523269.0,0.0007836076046470178,0.0007517450264635683,10000.0,0.1
Azerbaijan,AZE,31,2007,2012,5,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,259206213.0,1346895041.0,1087688828.0,1087688828.0,290,6036969402.0,23805381701.0,17768412299.0,18521523269.0,0.061214745003480966,0.05872566808910883,10000.0,0.1
Azerbaijan,AZE,31,2007,2012,5,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,3732501221.0,22254024490.0,18521523269.0,18521523269.0,720,6036969402.0,23805381701.0,17768412299.0,18521523269.0,1.0423848207328228,1.0,10000.0,0.1
Azerbaijan,AZE,31,2007,2017,10,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,436729954.37,436729954.37,436729954.37,948,6036969402.0,15303819276.690002,9266849874.690002,11233569454.060003,0.047128200011399196,0.03887722029547415,10000.0,0.1
Azerbaijan,AZE,31,2007,2017,10,hs6_harmonized_family,low_base_under_10k_grower,"Low-base product grower: base exports below $10,000",446039.0,51169856.779999994,50723817.779999994,50723817.779999994,247,6036969402.0,15303819276.690002,9266849874.690002,11233569454.060003,0.005473685067299833,0.004515378481206394,10000.0,0.1
Azerbaijan,AZE,31,2007,2017,10,hs6_harmonized_family,least_traded_10pct_grower,Least-traded product grower: product in bottom 10% of base export value,215089218.0,1884081200.1200001,1668991982.1200001,1668991982.1200001,412,6036969402.0,15303819276.690002,9266849874.690002,11233569454.060003,0.18010348766719736,0.14857183097014617,10000.0,0.1
Azerbaijan,AZE,31,2007,2017,10,hs6_harmonized_family,all_positive_product_growth,All products with positive product-level growth,3553143097.0,14786712551.06,11233569454.06,11233569454.06,1364,6036969402.0,15303819276.690002,9266849874.690002,11233569454.060003,1.2122317298720444,0.9999999999999997,10000.0,0.1
Azerbaijan,AZE,31,2008,2013,5,hs6_harmonized_family,strict_zero_base_product,Strict new product: base exports equal zero,0.0,235332016.0,235332016.0,235332016.0,467,47752588281.0,23772566717.0,-23980021564.0,1514847155.0,-0.009813669907340372,0.15535033697838643,10000.0,0.1
