country,iso3,reporter_code,base_year,future_year,horizon,identity_mode,overlap_channel,overlap_channel_label,base_value,future_value,net_contribution,gross_positive_contribution,cell_count,product_count,partner_count,total_base_exports,total_future_exports,total_growth,total_gross_positive_growth,net_growth_share,gross_positive_share
Azerbaijan,AZE,31,2001,2006,5,hs6_harmonized_family,future_new_cell_existing_product_partner,Future new cells where both product and partner existed in the base year,0.0,616088263.0,616088263.0,616088263.0,1724,511,71,2303852379.0,6359725471.0,4055873092.0,4488674321.0,0.1519002811540633,0.13725394602982602
Azerbaijan,AZE,31,2001,2011,10,hs6_harmonized_family,future_cells_with_new_product,Future cells whose product was absent in the base year,0.0,1090019484.0,1090019484.0,1090019484.0,1079,533,73,2303852379.0,26465414148.0,24161561769.0,24578326268.0,0.04511378421731526,0.044348808462973406
Azerbaijan,AZE,31,2001,2011,10,hs6_harmonized_family,future_cells_with_new_partner,Future cells whose partner was absent in the base year,0.0,1094063123.0,1094063123.0,1094063123.0,185,115,32,2303852379.0,26465414148.0,24161561769.0,24578326268.0,0.04528114256271776,0.04451332898222718
Azerbaijan,AZE,31,2001,2011,10,hs6_harmonized_family,future_cells_with_new_product_partner_cell,Future product-partner cells absent in the base year,0.0,8853988002.0,8853988002.0,8853988002.0,2368,971,102,2303852379.0,26465414148.0,24161561769.0,24578326268.0,0.366449325033282,0.360235595599833
Azerbaijan,AZE,31,2001,2011,10,hs6_harmonized_family,future_new_cell_existing_product_partner,Future new cells where both product and partner existed in the base year,0.0,6742346028.0,6742346028.0,6742346028.0,1158,427,68,2303852379.0,26465414148.0,24161561769.0,24578326268.0,0.27905257501403036,0.2743207960738265
Azerbaijan,AZE,31,2002,2007,5,hs6_harmonized_family,future_cells_with_new_product,Future cells whose product was absent in the base year,0.0,338886575.0,338886575.0,338886575.0,1164,581,69,2149841197.0,6036969402.0,3887128205.0,4521056785.0,0.08718173343603418,0.07495738078857153
Azerbaijan,AZE,31,2002,2007,5,hs6_harmonized_family,future_cells_with_new_partner,Future cells whose partner was absent in the base year,0.0,405917285.0,405917285.0,405917285.0,328,159,18,2149841197.0,6036969402.0,3887128205.0,4521056785.0,0.10442600902071353,0.08978371745888168
Azerbaijan,AZE,31,2002,2007,5,hs6_harmonized_family,future_cells_with_new_product_partner_cell,Future product-partner cells absent in the base year,0.0,1544805733.0,1544805733.0,1544805733.0,2963,1063,88,2149841197.0,6036969402.0,3887128205.0,4521056785.0,0.39741568878868505,0.3416912917628837
Azerbaijan,AZE,31,2002,2007,5,hs6_harmonized_family,future_new_cell_existing_product_partner,Future new cells where both product and partner existed in the base year,0.0,800192914.0,800192914.0,800192914.0,1539,476,66,2149841197.0,6036969402.0,3887128205.0,4521056785.0,0.20585709341171576,0.17699244934389827
Azerbaijan,AZE,31,2002,2012,10,hs6_harmonized_family,future_cells_with_new_product,Future cells whose product was absent in the base year,0.0,1249244250.0,1249244250.0,1249244250.0,1027,505,76,2149841197.0,23805381701.0,21655540504.0,22057055796.0,0.05768705010014651,0.0566369447288857
Azerbaijan,AZE,31,2002,2012,10,hs6_harmonized_family,future_cells_with_new_partner,Future cells whose partner was absent in the base year,0.0,2152838132.0,2152838132.0,2152838132.0,148,94,30,2149841197.0,23805381701.0,21655540504.0,22057055796.0,0.09941280992743398,0.09760315029852772
Azerbaijan,AZE,31,2002,2012,10,hs6_harmonized_family,future_cells_with_new_product_partner_cell,Future product-partner cells absent in the base year,0.0,9323789909.0,9323789909.0,9323789909.0,2345,933,107,2149841197.0,23805381701.0,21655540504.0,22057055796.0,0.43054985892768644,0.42271235087916176
Azerbaijan,AZE,31,2002,2012,10,hs6_harmonized_family,future_new_cell_existing_product_partner,Future new cells where both product and partner existed in the base year,0.0,5925236997.0,5925236997.0,5925236997.0,1203,422,76,2149841197.0,23805381701.0,21655540504.0,22057055796.0,0.2736129812093837,0.26863227131494716
Azerbaijan,AZE,31,2003,2008,5,hs6_harmonized_family,future_cells_with_new_product,Future cells whose product was absent in the base year,0.0,355943602.0,355943602.0,355943602.0,922,502,65,2588603121.0,47752588281.0,45163985160.0,45340315033.0,0.007881138051458876,0.007850488064340397
Azerbaijan,AZE,31,2003,2008,5,hs6_harmonized_family,future_cells_with_new_partner,Future cells whose partner was absent in the base year,0.0,1598411598.0,1598411598.0,1598411598.0,105,69,19,2588603121.0,47752588281.0,45163985160.0,45340315033.0,0.03539128782230784,0.03525365002066328
Azerbaijan,AZE,31,2003,2008,5,hs6_harmonized_family,future_cells_with_new_product_partner_cell,Future product-partner cells absent in the base year,0.0,11008681370.0,11008681370.0,11008681370.0,2224,910,87,2588603121.0,47752588281.0,45163985160.0,45340315033.0,0.24374911405625835,0.2428011662906965
Azerbaijan,AZE,31,2003,2008,5,hs6_harmonized_family,future_new_cell_existing_product_partner,Future new cells where both product and partner existed in the base year,0.0,9054800373.0,9054800373.0,9054800373.0,1220,405,65,2588603121.0,47752588281.0,45163985160.0,45340315033.0,0.20048718776525257,0.199707486955255
Azerbaijan,AZE,31,2003,2013,10,hs6_harmonized_family,future_cells_with_new_product,Future cells whose product was absent in the base year,0.0,1356309957.0,1356309957.0,1356309957.0,1032,529,74,2588603121.0,23772566717.0,21183963596.0,21603958765.0,0.06402531569947095,0.06278062144783028
Azerbaijan,AZE,31,2003,2013,10,hs6_harmonized_family,future_cells_with_new_partner,Future cells whose partner was absent in the base year,0.0,725365589.0,725365589.0,725365589.0,70,45,32,2588603121.0,23772566717.0,21183963596.0,21603958765.0,0.03424125922955065,0.03357558662698179
Azerbaijan,AZE,31,2003,2013,10,hs6_harmonized_family,future_cells_with_new_product_partner_cell,Future product-partner cells absent in the base year,0.0,11768370392.0,11768370392.0,11768370392.0,2146,937,99,2588603121.0,23772566717.0,21183963596.0,21603958765.0,0.5555320343461186,0.5447321261816896
Azerbaijan,AZE,31,2003,2013,10,hs6_harmonized_family,future_new_cell_existing_product_partner,Future new cells where both product and partner existed in the base year,0.0,9694146851.0,9694146851.0,9694146851.0,1063,404,66,2588603121.0,23772566717.0,21183963596.0,21603958765.0,0.45761723518211056,0.44872085511962884
Azerbaijan,AZE,31,2004,2009,5,hs6_harmonized_family,future_cells_with_new_product,Future cells whose product was absent in the base year,0.0,450754148.0,450754148.0,450754148.0,887,498,60,3598710128.0,14672649400.0,11073939272.0,11766522679.0,0.04070404730678931,0.03830818673425684
Azerbaijan,AZE,31,2004,2009,5,hs6_harmonized_family,future_cells_with_new_partner,Future cells whose partner was absent in the base year,0.0,179683314.0,179683314.0,179683314.0,67,48,16,3598710128.0,14672649400.0,11073939272.0,11766522679.0,0.01622578105104133,0.015270723467068583
Azerbaijan,AZE,31,2004,2009,5,hs6_harmonized_family,future_cells_with_new_product_partner_cell,Future product-partner cells absent in the base year,0.0,4988861774.0,4988861774.0,4988861774.0,2155,923,95,3598710128.0,14672649400.0,11073939272.0,11766522679.0,0.45050470762596034,0.42398777532666837
Azerbaijan,AZE,31,2004,2009,5,hs6_harmonized_family,future_new_cell_existing_product_partner,Future new cells where both product and partner existed in the base year,0.0,4358615620.0,4358615620.0,4358615620.0,1213,424,77,3598710128.0,14672649400.0,11073939272.0,11766522679.0,0.39359215478276827,0.37042512379455383
Azerbaijan,AZE,31,2004,2014,10,hs6_harmonized_family,future_cells_with_new_product,Future cells whose product was absent in the base year,0.0,783166510.0,783166510.0,783166510.0,1167,534,82,3598710128.0,21576413935.0,17977703807.0,18788170312.0,0.04356321132040553,0.041684022286076025
Azerbaijan,AZE,31,2004,2014,10,hs6_harmonized_family,future_cells_with_new_partner,Future cells whose partner was absent in the base year,0.0,125880244.0,125880244.0,125880244.0,91,56,30,3598710128.0,21576413935.0,17977703807.0,18788170312.0,0.007002020132904062,0.006699973542373113
Azerbaijan,AZE,31,2004,2014,10,hs6_harmonized_family,future_cells_with_new_product_partner_cell,Future product-partner cells absent in the base year,0.0,6769926289.0,6769926289.0,6769926289.0,2417,940,107,3598710128.0,21576413935.0,17977703807.0,18788170312.0,0.3765734690969814,0.36032919526368407
Azerbaijan,AZE,31,2004,2014,10,hs6_harmonized_family,future_new_cell_existing_product_partner,Future new cells where both product and partner existed in the base year,0.0,5863134983.0,5863134983.0,5863134983.0,1185,403,75,3598710128.0,21576413935.0,17977703807.0,18788170312.0,0.3261336957124115,0.31206524561123533
Azerbaijan,AZE,31,2005,2010,5,hs6_harmonized_family,future_cells_with_new_product,Future cells whose product was absent in the base year,0.0,672745574.0,672745574.0,672745574.0,759,408,77,4345233135.0,21265764452.0,16920531317.0,18285747628.0,0.039759128209177146,0.036790706493720834
Azerbaijan,AZE,31,2005,2010,5,hs6_harmonized_family,future_cells_with_new_partner,Future cells whose partner was absent in the base year,0.0,808374146.0,808374146.0,808374146.0,248,121,35,4345233135.0,21265764452.0,16920531317.0,18285747628.0,0.047774749554573934,0.044207880500449395
Azerbaijan,AZE,31,2005,2010,5,hs6_harmonized_family,future_cells_with_new_product_partner_cell,Future product-partner cells absent in the base year,0.0,7229912905.0,7229912905.0,7229912905.0,2158,856,105,4345233135.0,21265764452.0,16920531317.0,18285747628.0,0.42728639955508557,0.39538514104445016
Azerbaijan,AZE,31,2005,2010,5,hs6_harmonized_family,future_new_cell_existing_product_partner,Future new cells where both product and partner existed in the base year,0.0,5749455138.0,5749455138.0,5749455138.0,1198,438,67,4345233135.0,21265764452.0,16920531317.0,18285747628.0,0.33979164308058946,0.31442275453895924
Azerbaijan,AZE,31,2005,2015,10,hs6_harmonized_family,future_cells_with_new_product,Future cells whose product was absent in the base year,0.0,1991581365.3600001,1991581365.3600001,1991581365.3600001,1168,539,86,4345233135.0,12432791395.519999,8087558260.519999,9848568971.169998,0.24625249070316424,0.2022203805639189
Azerbaijan,AZE,31,2005,2015,10,hs6_harmonized_family,future_cells_with_new_partner,Future cells whose partner was absent in the base year,0.0,811950952.0899999,811950952.0899999,811950952.0899999,209,117,34,4345233135.0,12432791395.519999,8087558260.519999,9848568971.169998,0.10039506683415157,0.08244354631285494
Azerbaijan,AZE,31,2005,2015,10,hs6_harmonized_family,future_cells_with_new_product_partner_cell,Future product-partner cells absent in the base year,0.0,6654081809.320001,6654081809.320001,6654081809.320001,2748,1057,108,4345233135.0,12432791395.519999,8087558260.519999,9848568971.169998,0.8227553477793641,0.6756394587679375
Azerbaijan,AZE,31,2005,2015,10,hs6_harmonized_family,future_new_cell_existing_product_partner,Future new cells where both product and partner existed in the base year,0.0,3851951392.4100003,3851951392.4100003,3851951392.4100003,1448,514,71,4345233135.0,12432791395.519999,8087558260.519999,9848568971.169998,0.47628113063662,0.3911178774993534
Azerbaijan,AZE,31,2006,2011,5,hs6_harmonized_family,future_cells_with_new_product,Future cells whose product was absent in the base year,0.0,154580738.0,154580738.0,154580738.0,890,438,72,6359725471.0,26465414148.0,20105688677.0,21638075171.0,0.0076884080164253904,0.00714392277401706
Azerbaijan,AZE,31,2006,2011,5,hs6_harmonized_family,future_cells_with_new_partner,Future cells whose partner was absent in the base year,0.0,101069392.0,101069392.0,101069392.0,151,103,23,6359725471.0,26465414148.0,20105688677.0,21638075171.0,0.005026905251727031,0.004670904930372746
Azerbaijan,AZE,31,2006,2011,5,hs6_harmonized_family,future_cells_with_new_product_partner_cell,Future product-partner cells absent in the base year,0.0,5915190384.0,5915190384.0,5915190384.0,2123,918,100,6359725471.0,26465414148.0,20105688677.0,21638075171.0,0.2942048133256291,0.27336952743041193
Azerbaijan,AZE,31,2006,2011,5,hs6_harmonized_family,future_new_cell_existing_product_partner,Future new cells where both product and partner existed in the base year,0.0,5659783291.0,5659783291.0,5659783291.0,1130,472,76,6359725471.0,26465414148.0,20105688677.0,21638075171.0,0.28150158802938874,0.2615659316400477
Azerbaijan,AZE,31,2006,2016,10,hs6_harmonized_family,future_cells_with_new_product,Future cells whose product was absent in the base year,0.0,235669640.74,235669640.74,235669640.74,2048,809,93,6359725471.0,13376226469.319998,7016500998.319998,9110057132.66,0.03358791522960344,0.025869172641641604
Azerbaijan,AZE,31,2006,2016,10,hs6_harmonized_family,future_cells_with_new_partner,Future cells whose partner was absent in the base year,0.0,25486026.959999997,25486026.959999997,25486026.959999997,211,174,31,6359725471.0,13376226469.319998,7016500998.319998,9110057132.66,0.0036322986294881547,0.002797570485988649
Azerbaijan,AZE,31,2006,2016,10,hs6_harmonized_family,future_cells_with_new_product_partner_cell,Future product-partner cells absent in the base year,0.0,4826597215.55,4826597215.55,4826597215.55,4761,1476,114,6359725471.0,13376226469.319998,7016500998.319998,9110057132.66,0.6878923293398891,0.5298097635684866
Azerbaijan,AZE,31,2006,2016,10,hs6_harmonized_family,future_new_cell_existing_product_partner,Future new cells where both product and partner existed in the base year,0.0,4565746314.950001,4565746314.950001,4565746314.950001,2574,655,83,6359725471.0,13376226469.319998,7016500998.319998,9110057132.66,0.6507155512474386,0.5011764743583854
Azerbaijan,AZE,31,2007,2012,5,hs6_harmonized_family,future_cells_with_new_product,Future cells whose product was absent in the base year,0.0,220703073.0,220703073.0,220703073.0,838,425,73,6036969402.0,23805381701.0,17768412299.0,20660560826.0,0.012421091388813681,0.010682336982946718
Azerbaijan,AZE,31,2007,2012,5,hs6_harmonized_family,future_cells_with_new_partner,Future cells whose partner was absent in the base year,0.0,247778206.0,247778206.0,247778206.0,110,71,28,6036969402.0,23805381701.0,17768412299.0,20660560826.0,0.013944870359291745,0.011992811235220049
Azerbaijan,AZE,31,2007,2012,5,hs6_harmonized_family,future_cells_with_new_product_partner_cell,Future product-partner cells absent in the base year,0.0,6913952324.0,6913952324.0,6913952324.0,2069,871,106,6036969402.0,23805381701.0,17768412299.0,20660560826.0,0.3891148070888199,0.3346449490034768
Azerbaijan,AZE,31,2007,2012,5,hs6_harmonized_family,future_new_cell_existing_product_partner,Future new cells where both product and partner existed in the base year,0.0,6447640357.0,6447640357.0,6447640357.0,1145,438,76,6036969402.0,23805381701.0,17768412299.0,20660560826.0,0.36287093345773336,0.3120747985159268
Azerbaijan,AZE,31,2007,2017,10,hs6_harmonized_family,future_cells_with_new_product,Future cells whose product was absent in the base year,0.0,436729954.37,436729954.37,436729954.37,2531,948,95,6036969402.0,15303819276.689997,9266849874.689997,12794637197.58,0.047128200011399224,0.03413382869915248
Azerbaijan,AZE,31,2007,2017,10,hs6_harmonized_family,future_cells_with_new_partner,Future cells whose partner was absent in the base year,0.0,538908033.78,538908033.78,538908033.78,488,329,32,6036969402.0,15303819276.689997,9266849874.689997,12794637197.58,0.05815439346350995,0.04211983704250168
Azerbaijan,AZE,31,2007,2017,10,hs6_harmonized_family,future_cells_with_new_product_partner_cell,Future product-partner cells absent in the base year,0.0,5594601635.719999,5594601635.719999,5594601635.719999,5643,1619,113,6036969402.0,15303819276.689997,9266849874.689997,12794637197.58,0.6037220534887704,0.4372614517571606
Azerbaijan,AZE,31,2007,2017,10,hs6_harmonized_family,future_new_cell_existing_product_partner,Future new cells where both product and partner existed in the base year,0.0,4625341367.320001,4625341367.320001,4625341367.320001,2777,663,78,6036969402.0,15303819276.689997,9266849874.689997,12794637197.58,0.4991276895456054,0.3615062542136674
Azerbaijan,AZE,31,2008,2013,5,hs6_harmonized_family,future_cells_with_new_product,Future cells whose product was absent in the base year,0.0,235332016.0,235332016.0,235332016.0,868,467,67,47752588281.0,23772566717.0,-23980021564.0,8567552529.0,-0.009813669907340372,0.027467822952171362
Azerbaijan,AZE,31,2008,2013,5,hs6_harmonized_family,future_cells_with_new_partner,Future cells whose partner was absent in the base year,0.0,284311656.0,284311656.0,284311656.0,68,44,24,47752588281.0,23772566717.0,-23980021564.0,8567552529.0,-0.011856188504301547,0.03318469948537155
